Language,Total Records,File Name,Run Number,Point,Cycles
c,1000,1000_rows.csv,3,Start Read People CSV File,69009847641853
c,1000,1000_rows.csv,3,Start Validate Person Rows,69009848561239
c,1000,1000_rows.csv,3,Start Quick Sort Person Rows,69009849516501
c,1000,1000_rows.csv,3,Start Print Person Rows,69009850256089
c,1000,1000_rows.csv,3,Start Free Used Memory,69009850990939
c,1000,1000_rows.csv,3,End Program,69009851874919
c,1000,1000_rows.csv,4,Start Read People CSV File,69010747128717
c,1000,1000_rows.csv,4,Start Validate Person Rows,69010748051069
c,1000,1000_rows.csv,4,Start Quick Sort Person Rows,69010749063309
c,1000,1000_rows.csv,4,Start Print Person Rows,69010749807445
c,1000,1000_rows.csv,4,Start Free Used Memory,69010750547121
c,1000,1000_rows.csv,4,End Program,69010751431865
c,1000,1000_rows.csv,5,Start Read People CSV File,69011647944607
c,1000,1000_rows.csv,5,Start Validate Person Rows,69011648869995
c,1000,1000_rows.csv,5,Start Quick Sort Person Rows,69011649827331
c,1000,1000_rows.csv,5,Start Print Person Rows,69011650583025
c,1000,1000_rows.csv,5,Start Free Used Memory,69011651330195
c,1000,1000_rows.csv,5,End Program,69011652211429
c,1000,1000_rows.csv,6,Start Read People CSV File,69012547828083
c,1000,1000_rows.csv,6,Start Validate Person Rows,69012548774587
c,1000,1000_rows.csv,6,Start Quick Sort Person Rows,69012549747139
c,1000,1000_rows.csv,6,Start Print Person Rows,69012550482071
c,1000,1000_rows.csv,6,Start Free Used Memory,69012551207313
c,1000,1000_rows.csv,6,End Program,69012552109579
c,1000,1000_rows.csv,7,Start Read People CSV File,69013446310331
c,1000,1000_rows.csv,7,Start Validate Person Rows,69013447219549
c,1000,1000_rows.csv,7,Start Quick Sort Person Rows,69013448214787
c,1000,1000_rows.csv,7,Start Print Person Rows,69013448974501
c,1000,1000_rows.csv,7,Start Free Used Memory,69013449700225
c,1000,1000_rows.csv,7,End Program,69013450590917
c,1000,1000_rows.csv,8,Start Read People CSV File,69014349132169
c,1000,1000_rows.csv,8,Start Validate Person Rows,69014350064119
c,1000,1000_rows.csv,8,Start Quick Sort Person Rows,69014351049579
c,1000,1000_rows.csv,8,Start Print Person Rows,69014351791305
c,1000,1000_rows.csv,8,Start Free Used Memory,69014352553405
c,1000,1000_rows.csv,8,End Program,69014353701899
c,1000,1000_rows.csv,9,Start Read People CSV File,69015249446409
c,1000,1000_rows.csv,9,Start Validate Person Rows,69015250383047
c,1000,1000_rows.csv,9,Start Quick Sort Person Rows,69015251351819
c,1000,1000_rows.csv,9,Start Print Person Rows,69015252107281
c,1000,1000_rows.csv,9,Start Free Used Memory,69015252842697
c,1000,1000_rows.csv,9,End Program,69015253764151
c,1000,1000_rows.csv,10,Start Read People CSV File,69016150376427
c,1000,1000_rows.csv,10,Start Validate Person Rows,69016151279673
c,1000,1000_rows.csv,10,Start Quick Sort Person Rows,69016152258253
c,1000,1000_rows.csv,10,Start Print Person Rows,69016153007751
c,1000,1000_rows.csv,10,Start Free Used Memory,69016153728147
c,1000,1000_rows.csv,10,End Program,69016154633581
c,10,10_rows.csv,1,Start Read People CSV File,69017055824597
c,10,10_rows.csv,1,Start Validate Person Rows,69017056562017
c,10,10_rows.csv,1,Start Quick Sort Person Rows,69017057166669
c,10,10_rows.csv,1,Start Print Person Rows,69017057743569
c,10,10_rows.csv,1,Start Free Used Memory,69017058327063
c,10,10_rows.csv,1,End Program,69017058906229
c,10,10_rows.csv,2,Start Read People CSV File,69017956879665
c,10,10_rows.csv,2,Start Validate Person Rows,69017957537847
c,10,10_rows.csv,2,Start Quick Sort Person Rows,69017958137311
c,10,10_rows.csv,2,Start Print Person Rows,69017958723915
c,10,10_rows.csv,2,Start Free Used Memory,69017959307113
c,10,10_rows.csv,2,End Program,69017959876343
c,10,10_rows.csv,3,Start Read People CSV File,69018855237055
c,10,10_rows.csv,3,Start Validate Person Rows,69018855863923
c,10,10_rows.csv,3,Start Quick Sort Person Rows,69018856437519
c,10,10_rows.csv,3,Start Print Person Rows,69018857117275
c,10,10_rows.csv,3,Start Free Used Memory,69018857699179
c,10,10_rows.csv,3,End Program,69018858268675
c,10,10_rows.csv,4,Start Read People CSV File,69019754026323
c,10,10_rows.csv,4,Start Validate Person Rows,69019754658713
c,10,10_rows.csv,4,Start Quick Sort Person Rows,69019755252303
c,10,10_rows.csv,4,Start Print Person Rows,69019755886835
c,10,10_rows.csv,4,Start Free Used Memory,69019756443121
c,10,10_rows.csv,4,End Program,69019757008609
c,10,10_rows.csv,5,Start Read People CSV File,69020655428287
c,10,10_rows.csv,5,Start Validate Person Rows,69020656068769
c,10,10_rows.csv,5,Start Quick Sort Person Rows,69020656700655
c,10,10_rows.csv,5,Start Print Person Rows,69020657299825
c,10,10_rows.csv,5,Start Free Used Memory,69020657886759
c,10,10_rows.csv,5,End Program,69020658468611
c,10,10_rows.csv,6,Start Read People CSV File,69021575752451
c,10,10_rows.csv,6,Start Validate Person Rows,69021576410261
c,10,10_rows.csv,6,Start Quick Sort Person Rows,69021576994073
c,10,10_rows.csv,6,Start Print Person Rows,69021577561895
